endpoint,message,data.contractID,data.symbol,data.expiration,data.strike,data.type,data.last,data.mark,data.bid,data.bid_size,data.ask,data.ask_size,data.volume,data.open_interest,data.date,data.implied_volatility,data.delta,data.gamma,data.theta,data.vega,data.rho
Historical Options,success,ET241018C00024000,ET,10/18/2024,24,call,0.01,0.01,0,0,0.75,1567,0,4,8/29/2024,0.45793,0.01133,0.01098,-0.00302,0.00175,0.00023
Historical Options,success,ET241018P00024000,ET,10/18/2024,24,put,0,8.1,6.05,1,10.15,1,0,0,8/29/2024,0.80167,-0.88532,0.04091,-0.02164,0.01144,-0.03045
Historical Options,success,ET241018C00025000,ET,10/18/2024,25,call,0.01,0.01,0,0,1,2009,0,101,8/29/2024,0.49741,0.01055,0.00951,-0.00308,0.00165,0.00022
Historical Options,success,ET241018P00025000,ET,10/18/2024,25,put,0,9.1,7.05,20,11.15,20,0,0,8/29/2024,0.86448,-0.88874,0.03712,-0.02292,0.0112,-0.0319
Historical Options,success,ET241018C00026000,ET,10/18/2024,26,call,0.01,0.01,0,0,0.75,1748,0,55,8/29/2024,0.53491,0.00993,0.00838,-0.00313,0.00156,0.0002
Historical Options,success,ET241018P00026000,ET,10/18/2024,26,put,0,10.1,8.15,22,12.05,30,0,0,8/29/2024,0.92438,-0.8914,0.03412,-0.02417,0.01101,-0.03332
Historical Options,success,ET241018C00027000,ET,10/18/2024,27,call,0.01,0.01,0,0,1.03,1854,0,63,8/29/2024,0.57058,0.0094,0.00749,-0.00318,0.00149,0.00019
Historical Options,success,ET241018P00027000,ET,10/18/2024,27,put,0,11.1,9.05,1,13.15,1,0,0,8/29/2024,0.98155,-0.89352,0.03168,-0.02536,0.01085,-0.03474
Historical Options,success,ET241018C00028000,ET,10/18/2024,28,call,0.01,0.01,0,0,0.75,1624,0,10,8/29/2024,0.60442,0.00894,0.00677,-0.00322,0.00143,0.00018
Historical Options,success,ET241018P00028000,ET,10/18/2024,28,put,0,12.1,10.05,1,14.15,1,0,0,8/29/2024,1.03627,-0.89522,0.02966,-0.0265,0.01072,-0.03615
Historical Options,success,ET241018C00029000,ET,10/18/2024,29,call,0.02,0.01,0,0,0.87,1472,0,9,8/29/2024,0.63704,0.00856,0.00618,-0.00326,0.00137,0.00017
Historical Options,success,ET241018P00029000,ET,10/18/2024,29,put,0,13.1,11.05,1,15.15,22,0,0,8/29/2024,1.08901,-0.89653,0.02797,-0.02763,0.01063,-0.03755
Historical Options,success,ET241018C00030000,ET,10/18/2024,30,call,0.01,0.01,0,0,0.71,1675,0,30,8/29/2024,0.66814,0.00822,0.00569,-0.0033,0.00133,0.00017
Historical Options,success,ET241018P00030000,ET,10/18/2024,30,put,0,13.28,12.05,50,14.5,21,0,0,8/29/2024,0.27685,-1,0,0.01587,0,-0.0408
Historical Options,success,ET241220C00003000,ET,12/20/2024,3,call,12.85,12.9,10.85,37,14.95,33,0,0,8/29/2024,0.11433,1,0,-0.00157,0,0.00914
Historical Options,success,ET241220P00003000,ET,12/20/2024,3,put,0,0.01,0,0,0.25,27,0,0,8/29/2024,1.23078,-0.0025,0.00071,-0.00134,0.00069,-0.00015
Historical Options,success,ET241220C00005000,ET,12/20/2024,5,call,0,10.55,9.1,38,12,28,0,0,8/29/2024,0.09668,1,0,-0.00262,0,0.01523
Historical Options,success,ET241220P00005000,ET,12/20/2024,5,put,0,0.01,0,0,0.75,1428,0,17,8/29/2024,0.86646,-0.00365,0.00142,-0.00132,0.00097,-0.00021
Historical Options,success,ET241220C00010000,ET,12/20/2024,10,call,6.5,6.42,5.75,18,7.1,21,0,10,8/29/2024,0.73735,0.91695,0.02335,-0.02055,0.01358,0.02543
Historical Options,success,ET241220P00010000,ET,12/20/2024,10,put,0,0.01,0,0,0.11,862,0,8,8/29/2024,0.38019,-0.00834,0.00673,-0.00116,0.00202,-0.00044
Historical Options,success,ET241220C00011000,ET,12/20/2024,11,call,5.07,4.9,4.6,20,5.2,17,3,5,8/29/2024,0.04375,1,0,-0.00577,0,0.0335
Historical Options,success,ET241220P00011000,ET,12/20/2024,11,put,0,0.26,0.01,380,0.5,1737,0,452,8/29/2024,0.59848,-0.09114,0.03084,-0.01316,0.01456,-0.00531
Historical Options,success,ET241220C00012000,ET,12/20/2024,12,call,4,4.08,3,14,5.15,22,10,13,8/29/2024,0.03493,1,0,-0.00629,0,0.03654
Historical Options,success,ET241220P00012000,ET,12/20/2024,12,put,0,0.2,0.02,462,0.38,1482,0,418,8/29/2024,0.45686,-0.09444,0.04148,-0.01012,0.01494,-0.00529
Historical Options,success,ET241220C00013000,ET,12/20/2024,13,call,3.41,3.75,2.4,27,5.1,92,0,296,8/29/2024,0.54238,0.81201,0.05597,-0.02588,0.02394,0.02851
Historical Options,success,ET241220P00013000,ET,12/20/2024,13,put,0.09,0.08,0.06,386,0.1,562,5,2006,8/29/2024,0.28217,-0.06809,0.05245,-0.0047,0.01167,-0.00361
Historical Options,success,ET241220C00014000,ET,12/20/2024,14,call,2.05,1.97,1.46,843,2.47,61,0,464,8/29/2024,0.01729,1,0,-0.00734,0,0.04263
Historical Options,success,ET241220P00014000,ET,12/20/2024,14,put,0.15,0.15,0.13,428,0.16,574,3,3049,8/29/2024,0.24864,-0.12807,0.09482,-0.0063,0.01859,-0.00679
Historical Options,success,ET241220C00015000,ET,12/20/2024,15,call,1.3,1.33,1.23,676,1.44,11,1,2673,8/29/2024,0.15245,0.83355,0.1844,-0.01184,0.02217,0.03707
Historical Options,success,ET241220P00015000,ET,12/20/2024,15,put,0.33,0.32,0.31,39,0.33,951,60,8455,8/29/2024,0.22867,-0.24797,0.15581,-0.0081,0.0281,-0.01324
Historical Options,success,ET241220C00016000,ET,12/20/2024,16,call,0.56,0.58,0.57,408,0.6,5,213,12393,8/29/2024,0.13096,0.59039,0.3342,-0.01201,0.03451,0.02738
Historical Options,success,ET241220P00016000,ET,12/20/2024,16,put,0.75,0.7,0.68,202,0.71,203,1,10559,8/29/2024,0.22928,-0.43112,0.19301,-0.00888,0.0349,-0.02347
Historical Options,success,ET241220C00017000,ET,12/20/2024,17,call,0.2,0.21,0.19,1,0.22,15,164,17883,8/29/2024,0.13827,0.28516,0.27656,-0.00905,0.03016,0.01344
Historical Options,success,ET241220P00017000,ET,12/20/2024,17,put,1.4,1.72,1.25,25,2.19,2485,25,2676,8/29/2024,0.36007,-0.55273,0.12368,-0.0148,0.03512,-0.03263
Historical Options,success,ET241220C00018000,ET,12/20/2024,18,call,0.06,0.08,0.07,3,0.09,944,11,3682,8/29/2024,0.15458,0.12229,0.14767,-0.00549,0.018,0.00579
Historical Options,success,ET241220P00018000,ET,12/20/2024,18,put,0,3.12,2,73,4.25,82,0,89,8/29/2024,0.57424,-0.56556,0.07717,-0.02594,0.03495,-0.0376
Historical Options,success,ET241220C00019000,ET,12/20/2024,19,call,0.03,0.03,0.02,940,0.04,360,15,1229,8/29/2024,0.16769,0.04997,0.06923,-0.00289,0.00915,0.00238
Historical Options,success,ET241220P00019000,ET,12/20/2024,19,put,0,3.52,2.75,13,4.3,22,0,9,8/29/2024,0.48171,-0.67542,0.08409,-0.01723,0.03194,-0.04427
Historical Options,success,ET241220C00020000,ET,12/20/2024,20,call,0.03,0.03,0.01,56,0.05,1,11,1346,8/29/2024,0.20961,0.04138,0.04758,-0.003,0.00787,0.00195
Historical Options,success,ET241220P00020000,ET,12/20/2024,20,put,0,3.78,2.81,58,4.75,38,0,73,8/29/2024,0.24666,-0.92721,0.06317,0.00501,0.01229,-0.05752
Historical Options,success,ET241220C00021000,ET,12/20/2024,21,call,0.04,0.01,0,0,0.04,1103,0,612,8/29/2024,0.20961,0.01565,0.0211,-0.00131,0.00349,0.00074
Historical Options,success,ET241220P00021000,ET,12/20/2024,21,put,0,4.97,3.5,30,6.45,30,0,43,8/29/2024,0.41342,-0.84286,0.06549,-0.00444,0.02135,-0.05703
Historical Options,success,ET241220C00022000,ET,12/20/2024,22,call,0.01,0.02,0.01,20,0.03,18,0,1196,8/29/2024,0.26602,0.02369,0.02364,-0.00232,0.00496,0.00111
Historical Options,success,ET241220P00022000,ET,12/20/2024,22,put,0,5.95,5.6,13,6.3,1,0,3,8/29/2024,0.45946,-0.85613,0.05557,-0.00449,0.02013,-0.06072
Historical Options,success,ET241220C00023000,ET,12/20/2024,23,call,0.01,0.01,0,0,0.1,2442,0,122,8/29/2024,0.27089,0.01256,0.01351,-0.00136,0.00289,0.00059
Historical Options,success,ET241220P00023000,ET,12/20/2024,23,put,0,7.18,6.65,10,7.7,21,0,8,8/29/2024,0.61479,-0.80204,0.05096,-0.01388,0.02471,-0.06186
Historical Options,success,ET241220C00024000,ET,12/20/2024,24,call,0.02,0.01,0,0,0.75,3064,0,132,8/29/2024,0.29864,0.01152,0.01137,-0.00138,0.00268,0.00054
Historical Options,success,ET241220P00024000,ET,12/20/2024,24,put,0,8.32,7,7,9.65,25,0,1,8/29/2024,0.7218,-0.78051,0.04613,-0.01954,0.02626,-0.06432
Historical Options,success,ET241220C00025000,ET,12/20/2024,25,call,0.02,0.01,0,0,0.75,3290,0,202,8/29/2024,0.32501,0.01072,0.00981,-0.00141,0.00252,0.0005
Historical Options,success,ET241220P00025000,ET,12/20/2024,25,put,0,9.2,8.7,21,9.7,21,0,1,8/29/2024,0.72378,-0.80842,0.04244,-0.01653,0.02422,-0.06843
Historical Options,success,ET241220C00026000,ET,12/20/2024,26,call,0.02,0.01,0,0,0.75,2976,0,0,8/29/2024,0.35001,0.01007,0.00863,-0.00143,0.00238,0.00047
Historical Options,success,ET241220P00026000,ET,12/20/2024,26,put,0,10.18,9.6,19,10.75,18,0,2,8/29/2024,0.76204,-0.81595,0.03932,-0.01671,0.02363,-0.07183
Historical Options,success,ET241220C00027000,ET,12/20/2024,27,call,0.01,0.01,0,0,0.75,2878,0,6,8/29/2024,0.37379,0.00952,0.00769,-0.00144,0.00227,0.00044
Historical Options,success,ET241220P00027000,ET,12/20/2024,27,put,0,11.43,10.65,20,12.2,22,0,0,8/29/2024,0.90624,-0.77572,0.0372,-0.02622,0.02658,-0.07371
Historical Options,success,ET241220C00028000,ET,12/20/2024,28,call,0.03,0.01,0,0,0.75,2865,0,8,8/29/2024,0.39635,0.00904,0.00693,-0.00146,0.00217,0.00042
Historical Options,success,ET241220P00028000,ET,12/20/2024,28,put,0,12.22,11.7,17,12.75,19,0,0,8/29/2024,0.86631,-0.81352,0.03487,-0.0199,0.02382,-0.07803
Historical Options,success,ET241220C00029000,ET,12/20/2024,29,call,0.02,0.01,0,0,0.75,2989,0,124,8/29/2024,0.41799,0.00864,0.00632,-0.00147,0.00208,0.0004
Historical Options,success,ET241220P00029000,ET,12/20/2024,29,put,0,13.22,12.7,17,13.75,10,0,0,8/29/2024,0.90731,-0.81538,0.03309,-0.02071,0.02367,-0.08122
Historical Options,success,ET241220C00030000,ET,12/20/2024,30,call,0.01,0.01,0,0,0.03,1,0,62,8/29/2024,0.43872,0.00829,0.00581,-0.00149,0.00201,0.00038
Historical Options,success,ET241220P00030000,ET,12/20/2024,30,put,0,14.75,13.45,10,16.05,20,0,0,8/29/2024,1.14785,-0.73988,0.03183,-0.03926,0.02881,-0.08222
Historical Options,success,ET250117C00001000,ET,1/17/2025,1,call,15.63,14.95,13.75,258,16.15,257,0,1,8/29/2024,0.10595,1,0,-0.00052,0,0.00378
Historical Options,success,ET250117P00001000,ET,1/17/2025,1,put,0,0.01,0,0,0.53,2765,0,100,8/29/2024,1.85119,-0.00135,0.00024,-0.00103,0.00044,-0.00012
Historical Options,success,ET250117C00002000,ET,1/17/2025,2,call,0,13.95,12.75,258,15.15,254,0,0,8/29/2024,0.09886,1,0,-0.00104,0,0.00757
Historical Options,success,ET250117P00002000,ET,1/17/2025,2,put,0,0.01,0,0,0.6,2771,0,0,8/29/2024,1.37148,-0.00195,0.00045,-0.00107,0.00061,-0.00016
Historical Options,success,ET250117C00003000,ET,1/17/2025,3,call,12.25,12.95,11.75,261,14.15,262,0,0,8/29/2024,0.09178,1,0,-0.00157,0,0.01135
Historical Options,success,ET250117P00003000,ET,1/17/2025,3,put,0,0.01,0,0,0.23,12,0,614,8/29/2024,1.10441,-0.00249,0.00071,-0.00107,0.00077,-0.00019
Historical Options,success,ET250117C00004000,ET,1/17/2025,4,call,12.37,12.6,11.2,246,14,266,0,0,8/29/2024,1.99814,0.96009,0.00434,-0.02352,0.00853,0.01052
Historical Options,success,ET250117P00004000,ET,1/17/2025,4,put,0,0.01,0,0,0.75,2211,0,122,8/29/2024,0.91966,-0.00305,0.00102,-0.00106,0.00092,-0.00023
Historical Options,success,ET250117C00005000,ET,1/17/2025,5,call,11.38,10.47,9.25,879,11.7,674,0,316,8/29/2024,0.07762,1,0,-0.00261,0,0.01892
Historical Options,success,ET250117P00005000,ET,1/17/2025,5,put,0,0.03,0.01,4,0.04,1,0,1049,8/29/2024,0.89984,-0.00839,0.00256,-0.00255,0.00227,-0.00063
Historical Options,success,ET250117C00006000,ET,1/17/2025,6,call,0,9.93,9.4,37,10.45,32,0,0,8/29/2024,0.07054,1,0,-0.00313,0,0.02271
Historical Options,success,ET250117P00006000,ET,1/17/2025,6,put,0,0.01,0,0,0.75,2079,0,10,8/29/2024,0.66372,-0.0043,0.00192,-0.00103,0.00125,-0.0003
Historical Options,success,ET250117C00007000,ET,1/17/2025,7,call,0,9.02,7.85,255,10.2,206,0,0,8/29/2024,0.06345,1,0,-0.00365,0,0.02649
Historical Options,success,ET250117P00007000,ET,1/17/2025,7,put,0,0.01,0,0,0.75,3245,0,1,8/29/2024,0.56707,-0.00504,0.00259,-0.00101,0.00144,-0.00035
Historical Options,success,ET250117C00008000,ET,1/17/2025,8,call,8,8.03,6.75,1393,9.3,916,178,1520,8/29/2024,0.05637,1,0,-0.00418,0,0.03027
Historical Options,success,ET250117P00008000,ET,1/17/2025,8,put,0,0.14,0.01,17,0.26,12,0,11761,8/29/2024,0.74863,-0.0391,0.01139,-0.00772,0.00839,-0.00295
Historical Options,success,ET250117C00009000,ET,1/17/2025,9,call,0,7,4.95,27,9.05,32,0,0,8/29/2024,0.04929,1,0,-0.0047,0,0.03406
Historical Options,success,ET250117P00009000,ET,1/17/2025,9,put,0,0.38,0.01,1698,0.75,3630,0,250,8/29/2024,0.83582,-0.08044,0.01801,-0.01513,0.01481,-0.00643
Historical Options,success,ET250117C00010000,ET,1/17/2025,10,call,6.39,6.18,5.45,52,6.9,1300,0,3670,8/29/2024,0.36632,0.98802,0.00859,-0.00658,0.00309,0.03704
Historical Options,success,ET250117P00010000,ET,1/17/2025,10,put,0.05,0.08,0.02,2197,0.14,3330,200,8590,8/29/2024,0.48125,-0.03743,0.0171,-0.00468,0.0081,-0.00262
Historical Options,success,ET250117C00011000,ET,1/17/2025,11,call,4.91,4.88,3.25,299,6.5,367,0,917,8/29/2024,0.03513,1,0,-0.00574,0,0.04163
Historical Options,success,ET250117P00011000,ET,1/17/2025,11,put,0,0.21,0.02,2824,0.39,3129,0,433,8/29/2024,0.50778,-0.08041,0.02963,-0.00893,0.0148,-0.00577
Historical Options,success,ET250117C00012000,ET,1/17/2025,12,call,4.1,3.4,2.64,278,4.15,1501,194,12800,8/29/2024,0.02804,1,0,-0.00627,0,0.04541
Historical Options,success,ET250117P00012000,ET,1/17/2025,12,put,0.07,0.07,0.05,1600,0.09,2069,5,24557,8/29/2024,0.31708,-0.04946,0.03251,-0.0037,0.01014,-0.00332
Historical Options,success,ET250117C00013000,ET,1/17/2025,13,call,3.35,3.23,2.82,32,3.65,31,0,19,8/29/2024,0.15763,0.99069,0.01602,-0.00721,0.00248,0.0486
Historical Options,success,ET250117P00013000,ET,1/17/2025,13,put,0.12,0.1,0.09,1094,0.12,1515,55,3226,8/29/2024,0.27089,-0.0771,0.0538,-0.00432,0.01434,-0.00514
Historical Options,success,ET250117C00014000,ET,1/17/2025,14,call,2.3,2.3,2.15,1316,2.45,1,0,660,8/29/2024,0.17135,0.93015,0.07887,-0.00964,0.0133,0.04846
Historical Options,success,ET250117P00014000,ET,1/17/2025,14,put,0,0.19,0.17,17,0.21,20,0,3164,8/29/2024,0.24544,-0.14227,0.09242,-0.00578,0.02232,-0.0095
Historical Options,success,ET250117C00015000,ET,1/17/2025,15,call,1.34,1.44,1.31,1878,1.56,20,89,85948,8/29/2024,0.16038,0.81023,0.17045,-0.01171,0.0269,0.04439
Historical Options,success,ET250117P00015000,ET,1/17/2025,15,put,0.38,0.34,0.27,42,0.4,26,51,17278,8/29/2024,0.21678,-0.24806,0.14717,-0.00652,0.03139,-0.01661
Historical Options,success,ET250117C00016000,ET,1/17/2025,16,call,0.67,0.69,0.67,9,0.71,1254,51,9029,8/29/2024,0.13645,0.6009,0.28527,-0.01151,0.0383,0.03438
Historical Options,success,ET250117P00016000,ET,1/17/2025,16,put,0.76,0.77,0.74,954,0.79,20,27,3956,8/29/2024,0.23111,-0.42163,0.17065,-0.00761,0.03881,-0.02897
Historical Options,success,ET250117C00017000,ET,1/17/2025,17,call,0.32,0.3,0.29,3,0.32,20,241,62730,8/29/2024,0.14407,0.33349,0.25448,-0.0094,0.03607,0.0194
Historical Options,success,ET250117P00017000,ET,1/17/2025,17,put,0,1.5,1.18,31,1.81,23,0,3627,8/29/2024,0.27714,-0.56388,0.14325,-0.00842,0.03907,-0.04056
Historical Options,success,ET250117C00018000,ET,1/17/2025,18,call,0.11,0.12,0.11,1247,0.13,1,1006,10243,8/29/2024,0.1526,0.15776,0.15926,-0.006,0.02391,0.00926
Historical Options,success,ET250117P00018000,ET,1/17/2025,18,put,0,2.71,1.12,1883,4.3,22,0,55,8/29/2024,0.42119,-0.59868,0.09255,-0.01437,0.03836,-0.04738
Historical Options,success,ET250117C00019000,ET,1/17/2025,19,call,0.06,0.07,0.04,2571,0.09,3266,20,7540,8/29/2024,0.17715,0.08988,0.09232,-0.00442,0.01609,0.00527
Historical Options,success,ET250117P00019000,ET,1/17/2025,19,put,0,3.21,2.12,141,4.3,1,0,67,8/29/2024,0.35885,-0.71833,0.09484,-0.00773,0.03349,-0.05669
Historical Options,success,ET250117C00020000,ET,1/17/2025,20,call,0.03,0.04,0.03,69,0.04,3638,51,48591,8/29/2024,0.19513,0.05154,0.05458,-0.00306,0.01048,0.00302
Historical Options,success,ET250117P00020000,ET,1/17/2025,20,put,0,3.57,2.89,245,4.25,4,0,317,8/29/2024,0.02861,-1,0,0.01044,0,-0.07569
Historical Options,success,ET250117C00021000,ET,1/17/2025,21,call,0.02,0.04,0.01,10,0.08,3020,0,57,8/29/2024,0.2308,0.04477,0.04123,-0.00316,0.00936,0.00261
Historical Options,success,ET250117P00021000,ET,1/17/2025,21,put,0,5.07,4.1,139,6.05,67,0,93,8/29/2024,0.43598,-0.78852,0.06691,-0.00679,0.02871,-0.0682
Historical Options,success,ET250117C00022000,ET,1/17/2025,22,call,0.02,0.02,0.01,116,0.03,721,61,21476,8/29/2024,0.23553,0.02393,0.02411,-0.0019,0.00559,0.0014
Historical Options,success,ET250117P00022000,ET,1/17/2025,22,put,0,6.25,4.55,91,7.95,40,0,175,8/29/2024,0.55076,-0.76,0.0569,-0.01219,0.03084,-0.071
Historical Options,success,ET250117C00023000,ET,1/17/2025,23,call,0.02,0.02,0.01,83,0.03,9,15,494,8/29/2024,0.26403,0.02174,0.01984,-0.00194,0.00515,0.00126
Historical Options,success,ET250117P00023000,ET,1/17/2025,23,put,0,7.17,5.1,13,9.25,8,0,13,8/29/2024,0.57546,-0.78385,0.05135,-0.01117,0.02907,-0.07603
Historical Options,success,ET250117C00024000,ET,1/17/2025,24,call,0.02,0.01,0,0,0.75,4796,0,192,8/29/2024,0.26495,0.0116,0.01154,-0.00113,0.00301,0.00068
Historical Options,success,ET250117P00024000,ET,1/17/2025,24,put,0,8.45,6.65,24,10.25,82,0,15,8/29/2024,0.7157,-0.74165,0.04554,-0.0189,0.03207,-0.07837
Historical Options,success,ET250117C00025000,ET,1/17/2025,25,call,0.01,0.03,0.01,20,0.05,217,0,5840,8/29/2024,0.33522,0.02553,0.01789,-0.00276,0.0059,0.00146
Historical Options,success,ET250117P00025000,ET,1/17/2025,25,put,0,8.47,7.1,48,9.85,122,0,25,8/29/2024,0.06402,-1,0,0.01305,0,-0.09461
Historical Options,success,ET250117C00026000,ET,1/17/2025,26,call,0.01,0.01,0,0,0.1,3808,0,45,8/29/2024,0.31098,0.01013,0.00873,-0.00116,0.00267,0.00059
Historical Options,success,ET250117P00026000,ET,1/17/2025,26,put,0,10.35,8.5,10,12.2,39,0,1,8/29/2024,0.77484,-0.76724,0.03977,-0.01837,0.03032,-0.08729
Historical Options,success,ET250117C00027000,ET,1/17/2025,27,call,0.01,0.01,0,0,0.1,3782,0,121,8/29/2024,0.33232,0.00958,0.00779,-0.00117,0.00255,0.00055
Historical Options,success,ET250117P00027000,ET,1/17/2025,27,put,0,11.18,9.65,144,12.7,35,0,0,8/29/2024,0.75853,-0.79836,0.03739,-0.01465,0.02791,-0.09241
Historical Options,success,ET250117C00028000,ET,1/17/2025,28,call,0.02,0.01,0,0,0.75,3101,0,6,8/29/2024,0.3526,0.0091,0.00702,-0.00118,0.00243,0.00052
Historical Options,success,ET250117P00028000,ET,1/17/2025,28,put,0,12.62,11.05,181,14.2,31,0,0,8/29/2024,0.94389,-0.73557,0.03494,-0.02667,0.03246,-0.0941
Historical Options,success,ET250117C00029000,ET,1/17/2025,29,call,0.01,0.01,0,0,0.75,3470,0,18,8/29/2024,0.37196,0.00869,0.00639,-0.00119,0.00234,0.0005
Historical Options,success,ET250117P00029000,ET,1/17/2025,29,put,0,13.1,11.05,22,15.15,17,0,0,8/29/2024,0.80731,-0.81548,0.03328,-0.0137,0.02644,-0.10088
Historical Options,success,ET250117C00030000,ET,1/17/2025,30,call,0.02,0.01,0,0,0.03,1,0,350,8/29/2024,0.39055,0.00834,0.00587,-0.00121,0.00226,0.00048
Historical Options,success,ET250117P00030000,ET,1/17/2025,30,put,0,13.43,12.05,23,14.8,83,0,0,8/29/2024,0.32211,-0.99841,0.00161,0.01544,0.00051,-0.11344
Historical Options,success,ET250417C00005000,ET,4/17/2025,5,call,0,10.95,8.9,273,13,69,0,0,8/29/2024,0.04751,1,0,-0.00258,0,0.03059
Historical Options,success,ET250417P00005000,ET,4/17/2025,5,put,0,0.01,0,0,0.75,199,0,0,8/29/2024,0.61448,-0.0036,0.00138,-0.00063,0.00137,-0.00043
Historical Options,success,ET250417C00008000,ET,4/17/2025,8,call,0,8.65,7.5,148,9.8,56,0,0,8/29/2024,0.7942,0.92818,0.01358,-0.01419,0.01739,0.03901
Historical Options,success,ET250417P00008000,ET,4/17/2025,8,put,0,0.01,0,0,0.95,353,0,0,8/29/2024,0.38415,-0.00582,0.00339,-0.00058,0.0021,-0.00065
Historical Options,success,ET250417C00009000,ET,4/17/2025,9,call,0,7.03,6.5,136,7.55,19,0,0,8/29/2024,0.03017,1,0,-0.00464,0,0.05507
Historical Options,success,ET250417P00009000,ET,4/17/2025,9,put,0,0.01,0,0,0.2,174,0,0,8/29/2024,0.32638,-0.00683,0.0046,-0.00056,0.00242,-0.00075
Historical Options,success,ET250417C00010000,ET,4/17/2025,10,call,0,6,4,224,8,76,0,0,8/29/2024,0.02583,1,0,-0.00515,0,0.06119
Historical Options,success,ET250417P00010000,ET,4/17/2025,10,put,0,0.51,0.02,412,1,1223,0,0,8/29/2024,0.63064,-0.10566,0.02281,-0.01038,0.02319,-0.0139
Historical Options,success,ET250417C00011000,ET,4/17/2025,11,call,5.19,4.55,3.95,25,5.15,20,0,5,8/29/2024,0.0215,1,0,-0.00567,0,0.06731
Historical Options,success,ET250417P00011000,ET,4/17/2025,11,put,0.09,0.27,0.03,440,0.5,1269,22,0,8/29/2024,0.43766,-0.09013,0.02926,-0.00623,0.02064,-0.01081
Historical Options,success,ET250417C00012000,ET,4/17/2025,12,call,4.4,4.07,2.05,12,6.1,28,0,12,8/29/2024,0.01717,1,0,-0.00618,0,0.07343
Historical Options,success,ET250417P00012000,ET,4/17/2025,12,put,0,0.01,0,0,0.15,574,0,21,8/29/2024,0.18324,-0.01189,0.01332,-0.00046,0.00394,-0.00126
Historical Options,success,ET250417C00013000,ET,4/17/2025,13,call,3.41,3,2.81,328,3.2,20,0,6,8/29/2024,0.01283,1,0,-0.0067,0,0.07954
Historical Options,success,ET250417P00013000,ET,4/17/2025,13,put,0,0.2,0.15,760,0.24,700,0,200,8/29/2024,0.26876,-0.11045,0.05527,-0.00404,0.02395,-0.01242
Historical Options,success,ET250417C00014000,ET,4/17/2025,14,call,2.54,2.21,2.15,605,2.27,169,0,41,8/29/2024,0.0085,1,0,-0.00721,0,0.08566
Historical Options,success,ET250417P00014000,ET,4/17/2025,14,put,0,0.32,0.28,1087,0.36,40,0,428,8/29/2024,0.24605,-0.17371,0.08213,-0.00468,0.03258,-0.01957
Historical Options,success,ET250417C00015000,ET,4/17/2025,15,call,1.39,1.53,1.4,25,1.67,1469,27,179,8/29/2024,0.10215,0.8886,0.1463,-0.00869,0.02409,0.08007
Historical Options,success,ET250417P00015000,ET,4/17/2025,15,put,0,0.01,0,0,0.68,2,0,310,8/29/2024,0.06526,-0.0307,0.0837,-0.00019,0.0088,-0.00316
Historical Options,success,ET250417C00016000,ET,4/17/2025,16,call,0.82,0.83,0.78,19,0.89,21,4,488,8/29/2024,0.11038,0.65526,0.26283,-0.00921,0.04677,0.06093
Historical Options,success,ET250417P00016000,ET,4/17/2025,16,put,0,1.06,1.01,231,1.1,1695,0,176,8/29/2024,0.25931,-0.39954,0.11731,-0.00608,0.04904,-0.04707
Historical Options,success,ET250417C00017000,ET,4/17/2025,17,call,0.41,0.45,0.4,4,0.49,174,9,196,8/29/2024,0.12867,0.40672,0.23749,-0.00823,0.04926,0.03823
Historical Options,success,ET250417P00017000,ET,4/17/2025,17,put,0,1.68,1.62,158,1.73,1369,0,30,8/29/2024,0.27867,-0.50868,0.11273,-0.00593,0.05064,-0.06201
Historical Options,success,ET250417C00018000,ET,4/17/2025,18,call,0.2,0.22,0.18,1170,0.26,488,10,163,8/29/2024,0.1369,0.22957,0.17451,-0.006,0.03851,0.0218
Historical Options,success,ET250417P00018000,ET,4/17/2025,18,put,0,2.22,1.14,1121,3.3,396,0,0,8/29/2024,0.26129,-0.62266,0.11452,-0.00348,0.04824,-0.07694
Historical Options,success,ET250417C00019000,ET,4/17/2025,19,call,0.09,0.01,0,0,0.13,2,0,33,8/29/2024,0.08812,0.02437,0.05113,-0.00071,0.00726,0.0024
Historical Options,success,ET250417P00019000,ET,4/17/2025,19,put,0,2.93,1.66,196,4.2,37,0,2,8/29/2024,0.25961,-0.71823,0.10243,-0.00112,0.04287,-0.09109
Historical Options,success,ET250417C00020000,ET,4/17/2025,20,call,0.06,0.07,0.03,165,0.1,1787,110,146,8/29/2024,0.16312,0.07868,0.07088,-0.00303,0.01864,0.0075
Historical Options,success,ET250417P00020000,ET,4/17/2025,20,put,0,4.08,2.26,65,5.9,20,0,0,8/29/2024,0.34894,-0.70971,0.0773,-0.00378,0.04348,-0.09751
Historical Options,success,ET250417C00021000,ET,4/17/2025,21,call,0,0.14,0.02,23,0.25,2810,0,0,8/29/2024,0.22806,0.10823,0.06419,-0.0051,0.0236,0.01005
Historical Options,success,ET250417P00021000,ET,4/17/2025,21,put,0,5.25,3.8,20,6.7,20,0,0,8/29/2024,0.43888,-0.69667,0.06271,-0.00666,0.04437,-0.10359
Historical Options,success,ET250417C00022000,ET,4/17/2025,22,call,0,0.35,0.01,12,0.7,2624,0,0,8/29/2024,0.33507,0.17252,0.06004,-0.00987,0.03243,0.01521
